ascii                                     country  admin1  lat       long
Ironton                     US  OH  38.53675  -82.68294
Jackson                     US  OH  39.05202  -82.63655
Kenwood                     US  OH  39.21061  -84.36716
Kettering                   US  OH  39.6895   -84.16883
Lancaster                   US  OH  39.71368  -82.59933
Landen                      US  OH  39.312    -84.28299
Lebanon                     US  OH  39.43534  -84.20299
Lincoln Village             US  OH  39.95479  -83.13074
Logan                       US  OH  39.54007  -82.4071
London                      US  OH  39.88645  -83.44825
Loveland                    US  OH  39.26895  -84.26383
Mack                        US  OH  39.15811  -84.64967
Madeira                     US  OH  39.19089  -84.36355
Marietta                    US  OH  39.41535  -81.45484
Mason                       US  OH  39.36006  -84.30994
Miamisburg                  US  OH  39.64284  -84.28661
Middletown                  US  OH  39.51506  -84.39828
Milford                     US  OH  39.17534  -84.29438
Monroe                      US  OH  39.44034  -84.36216
Monfort Heights             US  OH  39.18839  -84.59522
Montgomery                  US  OH  39.22811  -84.35411
Moraine                     US  OH  39.70617  -84.21938
Mount Healthy               US  OH  39.23367  -84.54578
Nelsonville                 US  OH  39.45868  -82.23182
New Burlington              US  OH  39.2595   -84.55717
New Carlisle                US  OH  39.93617  -84.02549
North College Hill          US  OH  39.21839  -84.55078
Northbrook                  US  OH  39.24645  -84.58356
Northgate                   US  OH  39.25283  -84.59245
Northridge                  US  OH  39.99173  -83.77854
Northridge                  US  OH  39.80756  -84.19689
Norwood                     US  OH  39.15561  -84.45966
Oakwood                     US  OH  39.72534  -84.17411
Oxford                      US  OH  39.507    -84.74523
Pataskala                   US  OH  39.99562  -82.67433
Pickerington                US  OH  39.88423  -82.7535
Portsmouth                  US  OH  38.73174  -82.99767
Reading                     US  OH  39.22367  -84.44216
Reynoldsburg                US  OH  39.95479  -82.81212
Riverside                   US  OH  39.77978  -84.1241
Sharonville                 US  OH  39.26811  -84.41327
Shiloh                      US  OH  39.81867  -84.22855
Springboro                  US  OH  39.55228  -84.23327
Springdale                  US  OH  39.287    -84.48522
Springfield                 US  OH  39.92423  -83.80882
Summerside                  US  OH  39.10478  -84.28827
The Village of Indian Hill  US  OH  39.24978  -84.29577
Tipp City                   US  OH  39.95839  -84.17216
Trenton                     US  OH  39.48089  -84.45772
Trotwood                    US  OH  39.79728  -84.31133
Union                       US  OH  39.89783  -84.30633
Upper Arlington             US  OH  39.99451  -83.06241
Vandalia                    US  OH  39.89061  -84.19883
Washington Court House      US  OH  39.53645  -83.43908
Wellston                    US  OH  39.12341  -82.53294
West Carrollton City        US  OH  39.67228  -84.25216
Wheelersburg                US  OH  38.73035  -82.85545
White Oak                   US  OH  39.21311  -84.59939
Whitehall                   US  OH  39.96673  -82.88546
Wilmington                  US  OH  39.44534  -83.82854
Withamsville                US  OH  39.06228  -84.28827
Wyoming                     US  OH  39.23117  -84.46578
Xenia                       US  OH  39.68478  -83.92965
Zanesville                  US  OH  39.94035  -82.01319
Ada                         US  OK  34.77453  -96.67834
Altus                       US  OK  34.63813  -99.33398
Anadarko                    US  OK  35.07256  -98.24366
Ardmore                     US  OK  34.17426  -97.14363
Bartlesville                US  OK  36.74731  -95.98082
Bethany                     US  OK  35.51867  -97.63226
Bixby                       US  OK  35.94204  -95.88332
Blackwell                   US  OK  36.80448  -97.28282
Blanchard                   US  OK  35.13784  -97.65809
Broken Arrow                US  OK  36.0526   -95.79082
Catoosa                     US  OK  36.18899  -95.74582
Chickasha                   US  OK  35.05256  -97.93643
Choctaw                     US  OK  35.49756  -97.26892
Claremore                   US  OK  36.3126   -95.61609
Clinton                     US  OK  35.51561  -98.96731
Collinsville                US  OK  36.36454  -95.83888
Coweta                      US  OK  35.95177  -95.65081
Cushing                     US  OK  35.98506  -96.76697
Del City                    US  OK  35.44201  -97.44087
Duncan                      US  OK  34.5023   -97.95781
Durant                      US  OK  33.99399  -96.37082
Edmond                      US  OK  35.65283  -97.4781
El Reno                     US  OK  35.53227  -97.95505
Elk City                    US  OK  35.41199  -99.40426
Enid                        US  OK  36.39559  -97.87839
Glenpool                    US  OK  35.95537  -96.00888
Grove                       US  OK  36.59369  -94.76912
Guthrie                     US  OK  35.87894  -97.42532
Harrah                      US  OK  35.48951  -97.16364
Henryetta                   US  OK  35.43983  -95.98194
Holdenville                 US  OK  35.08036  -96.39918
Hugo                        US  OK  34.01066  -95.50968
Idabel                      US  OK  33.89566  -94.82633
Jenks                       US  OK  36.02287  -95.96833
Lawton                      US  OK  34.60869  -98.39033
Lone Grove                  US  OK  34.17537  -97.26279
McAlester                   US  OK  34.93343  -95.76971
Miami                       US  OK  36.87451  -94.87746
Midwest City                US  OK  35.44951  -97.3967
Moore                       US  OK  35.33951  -97.4867
Muskogee                    US  OK  35.74788  -95.36969
Mustang                     US  OK  35.38423  -97.72449
Newcastle                   US  OK  35.24729  -97.59976
Noble                       US  OK  35.13924  -97.39475
Norman                      US  OK  35.22257  -97.43948
Oklahoma City               US  OK  35.46756  -97.51643
Okmulgee                    US  OK  35.62344  -95.96055
Owasso                      US  OK  36.26954  -95.85471
Pauls Valley                US  OK  34.74008  -97.22225
Perry                       US  OK  36.28949  -97.2881
Piedmont                    US  OK  35.642    -97.74643
Ponca City                  US  OK  36.70698  -97.08559
Poteau                      US  OK  35.05371  -94.62356
Pryor                       US  OK  36.30843  -95.31691
Purcell                     US  OK  35.01368  -97.36114
Sallisaw                    US  OK  35.46037  -94.78745
Sand Springs                US  OK  36.13981  -96.10889
Sapulpa                     US  OK  35.9987   -96.11417
Seminole                    US  OK  35.22452  -96.67057
Shawnee                     US  OK  35.32729  -96.9253
Skiatook                    US  OK  36.36842  -96.00138
Stillwater                  US  OK  36.11561  -97.05837
Tahlequah                   US  OK  35.91537  -94.96996
Tecumseh                    US  OK  35.25785  -96.93669
The Village                 US  OK  35.56089  -97.55143
Tulsa                       US  OK  36.15398  -95.99278
Tuttle                      US  OK  35.29089  -97.81227
Vinita                      US  OK  36.63869  -95.15413
Wagoner                     US  OK  35.95954  -95.36941
Warr Acres                  US  OK  35.52256  -97.61893
Watonga                     US  OK  35.84477  -98.41313
Weatherford                 US  OK  35.52616  -98.70757
Woodward                    US  OK  36.43365  -99.39039
Yukon                       US  OK  35.50672  -97.76254
Brookhaven                  US  PA  39.86928  -75.38241
Broomall                    US  PA  39.9815   -75.35658
Chambersburg                US  PA  39.93759  -77.6611
Chester                     US  PA  39.84956  -75.35575
Clifton Heights             US  PA  39.92928  -75.2963
Coatesville                 US  PA  39.98316  -75.82384
Collingdale                 US  PA  39.91178  -75.27713
Darby                       US  PA  39.91845  -75.25907
Drexel Hill                 US  PA  39.94706  -75.29213
East York                   US  PA  39.97371  -76.68636
Folsom                      US  PA  39.88983  -75.32519
Folcroft                    US  PA  39.89095  -75.2838
Gettysburg                  US  PA  39.83093  -77.2311
Glenolden                   US  PA  39.90011  -75.28907
Hanover                     US  PA  39.80066  -76.98304
Kennett Square              US  PA  39.84678  -75.7116
Lansdowne                   US  PA  39.93817  -75.27185
Media                       US  PA  39.91678  -75.38769
Millersville                US  PA  39.99788  -76.35413
Norwood                     US  PA  39.89178  -75.29963
Oxford                      US  PA  39.78539  -75.97883
Parkville                   US  PA  39.78121  -76.96331
Penn Wynne                  US  PA  39.98622  -75.27546
Philadelphia                US  PA  39.95234  -75.16379
Prospect Park               US  PA  39.88789  -75.30824
Red Lion                    US  PA  39.90093  -76.6058
Ridley Park                 US  PA  39.88122  -75.3238
Sharon Hill                 US  PA  39.9065   -75.27157
Shiloh                      US  PA  39.97815  -76.79719
Springfield                 US  PA  39.93067  -75.32019
Swarthmore                  US  PA  39.90206  -75.34991
Uniontown                   US  PA  39.90008  -79.71643
Waynesboro                  US  PA  39.75593  -77.57777
Weigelstown                 US  PA  39.98371  -76.82247
West Chester                US  PA  39.96066  -75.60549
Willow Street               US  PA  39.97927  -76.27635
Woodlyn                     US  PA  39.87233  -75.33713
York                        US  PA  39.9626   -76.72774
Yeadon                      US  PA  39.939    -75.25546
Abbeville                   US  SC  34.17817  -82.37901
Aiken                       US  SC  33.56042  -81.71955
Anderson                    US  SC  34.50344  -82.65013
Batesburg-Leesville         US  SC  33.91014  -81.53733
Beaufort                    US  SC  32.43158  -80.66983
Belvedere                   US  SC  33.53097  -81.94484
Bennettsville               US  SC  34.61738  -79.68478
Berea                       US  SC  34.8854   -82.45596
Bluffton                    US  SC  32.23715  -80.86039
Boiling Springs             US  SC  33.13515  -81.43122
Boiling Springs             US  SC  35.04651  -81.98177
Burton                      US  SC  32.43575  -80.724
Camden                      US  SC  34.24654  -80.60702
Cayce                       US  SC  33.96571  -81.07398
Centerville                 US  SC  34.53205  -82.70402
Centerville                 US  SC  32.99573  -80.17037
Central                     US  SC  34.72427  -82.78125
Charleston                  US  SC  32.77657  -79.93092
Cheraw                      US  SC  34.69766  -79.8834
Chester                     US  SC  34.70486  -81.21426
Clemson                     US  SC  34.68344  -82.83737
Clinton                     US  SC  34.47263  -81.88066
Clover                      US  SC  35.11125  -81.22646
Columbia                    US  SC  34.00071  -81.03481
Conway                      US  SC  33.836    -79.04781
Darlington                  US  SC  34.29988  -79.87617
Dentsville                  US  SC  34.06404  -80.95815
Dillon                      US  SC  34.41655  -79.37116
Easley                      US  SC  34.82984  -82.60152
Five Forks                  US  SC  34.80484  -82.22956
Florence                    US  SC  34.19543  -79.76256
Forest Acres                US  SC  34.01932  -80.98981
Fort Mill                   US  SC  35.00737  -80.94508
Fountain Inn                US  SC  34.68901  -82.19567
Gaffney                     US  SC  35.07179  -81.64982
Gantt                       US  SC  34.80012  -82.42429
Garden City                 US  SC  33.59295  -79.00865
Georgetown                  US  SC  33.37683  -79.2945
Goose Creek                 US  SC  32.98101  -80.03259
Greenville                  US  SC  34.85262  -82.39401
Greenwood                   US  SC  34.1954   -82.16179
Greer                       US  SC  34.93873  -82.22706
Hanahan                     US  SC  32.91851  -80.02203
Hartsville                  US  SC  34.37404  -80.0734
Hilton Head Island          US  SC  32.21632  -80.75261
Homeland Park               US  SC  34.47066  -82.67069
Irmo                        US  SC  34.08598  -81.18315
Ladson                      US  SC  32.98573  -80.10981
Lake City                   US  SC  33.871    -79.75535
Lake Wylie                  US  SC  35.10848  -81.04285
Lancaster                   US  SC  34.72043  -80.7709
Laurel Bay                  US  SC  32.45019  -80.78483
Laurens                     US  SC  34.49901  -82.01426
Lexington                   US  SC  33.98154  -81.23621
Little River                US  SC  33.87323  -78.61418
Marion                      US  SC  34.17822  -79.40061
Mauldin                     US  SC  34.77873  -82.31012
Moncks Corner               US  SC  33.196    -80.01314
Mount Pleasant              US  SC  32.79407  -79.86259
Murrells Inlet              US  SC  33.551    -79.04143
Myrtle Beach                US  SC  33.68906  -78.88669
Newberry                    US  SC  34.27458  -81.61872
North Augusta               US  SC  33.5018   -81.96512
North Charleston            US  SC  32.88856  -80.00751
North Myrtle Beach          US  SC  33.81601  -78.68002
Oak Grove                   US  SC  33.77821  -80.96676
Orangeburg                  US  SC  33.49182  -80.85565
Parker                      US  SC  34.85067  -82.45346
Piedmont                    US  SC  34.70234  -82.46457
Port Royal                  US  SC  32.37908  -80.69261
Powdersville                US  SC  34.79178  -82.49291
Red Bank                    US  SC  33.93209  -81.23843
Red Hill                    US  SC  33.99961  -79.2581
Red Hill                    US  SC  33.82073  -79.01892
Rock Hill                   US  SC  34.92487  -81.02508
Saint Andrews               US  SC  34.04543  -81.12926
Sangaree                    US  SC  33.03545  -80.12787
Sans Souci                  US  SC  34.8779   -82.42401
Seneca                      US  SC  34.68566  -82.9532
Seven Oaks                  US  SC  34.04876  -81.14648
Simpsonville                US  SC  34.73706  -82.25428
Socastee                    US  SC  33.6835   -78.99837
Spartanburg                 US  SC  34.94957  -81.93205
Saint Andrews               US  SC  34.04876  -81.10315
Summerville                 US  SC  33.0185   -80.17565
Sumter                      US  SC  33.92044  -80.34147
Taylors                     US  SC  34.92039  -82.29623
Tega Cay                    US  SC  35.02431  -81.02785
Union                       US  SC  34.71541  -81.62371
Valley Falls                US  SC  35.01595  -81.97483
Wade Hampton                US  SC  34.90373  -82.33317
Walterboro                  US  SC  32.90517  -80.66677
Welcome                     US  SC  34.82651  -82.43901
West Columbia               US  SC  33.99349  -81.07398
Woodfield                   US  SC  34.05932  -80.93092
York                        US  SC  34.9943   -81.24202
Alcoa                       US  TN  35.78953  -83.97379
Arlington                   US  TN  35.2962   -89.66147
Athens                      US  TN  35.44285  -84.59299
Atoka                       US  TN  35.44119  -89.77814
Bartlett                    US  TN  35.20453  -89.87398
Bloomingdale                US  TN  36.58455  -82.48932
Bolivar                     US  TN  35.25619  -88.98784
Brentwood                   US  TN  36.03312  -86.78278
Brentwood Estates           US  TN  36.02506  -86.77917
Bristol                     US  TN  36.59511  -82.18874
Brownsville                 US  TN  35.59397  -89.26229
Chattanooga                 US  TN  35.04563  -85.30968
Church Hill                 US  TN  36.52232  -82.71349
Clarksville                 US  TN  36.52977  -87.35945
Cleveland                   US  TN  35.15952  -84.87661
Clinton                     US  TN  36.10341  -84.13186
Collegedale                 US  TN  35.05313  -85.05023
Collierville                US  TN  35.04204  -89.66453
Colonial Heights            US  TN  36.4851   -82.5032
Columbia                    US  TN  35.61507  -87.03528
Cookeville                  US  TN  36.16284  -85.50164
Covington                   US  TN  35.56425  -89.64647
Crossville                  US  TN  35.94896  -85.0269
Dayton                      US  TN  35.49396  -85.01245
Dickson                     US  TN  36.077    -87.38779
Dyersburg                   US  TN  36.03452  -89.38563
Eagleton Village            US  TN  35.79508  -83.93185
East Brainerd               US  TN  34.99591  -85.15023
East Chattanooga            US  TN  35.06535  -85.24912
East Ridge                  US  TN  35.01424  -85.2519
Elizabethton                US  TN  36.34872  -82.21069
Erwin                       US  TN  36.14511  -82.41681
Fairfield Glade             US  TN  36.00035  -84.88634
Fairview                    US  TN  35.98201  -87.1214
Farragut                    US  TN  35.88452  -84.15353
Fayetteville                US  TN  35.15203  -86.57055
Franklin                    US  TN  35.92506  -86.86889
Gallatin                    US  TN  36.38838  -86.44666
Germantown                  US  TN  35.08676  -89.81009
Goodlettsville              US  TN  36.32311  -86.71333
Green Hill                  US  TN  36.22283  -86.54944
Greenbrier                  US  TN  36.42755  -86.80472
Greeneville                 US  TN  36.16316  -82.83099
Harriman                    US  TN  35.93396  -84.55244
Harrison                    US  TN  35.11368  -85.13801
Henderson                   US  TN  35.43924  -88.64144
Hendersonville              US  TN  36.30477  -86.62
Humboldt                    US  TN  35.81979  -88.9159
Jackson                     US  TN  35.61452  -88.81395
Jefferson City              US  TN  36.12231  -83.4924
Johnson City                US  TN  36.31344  -82.35347
Jonesborough                US  TN  36.29427  -82.47348
Kingsport                   US  TN  36.54843  -82.56182
Kingston                    US  TN  35.88091  -84.50854
Knoxville                   US  TN  35.96064  -83.92074
La Vergne                   US  TN  36.01562  -86.58194
LaFollette                  US  TN  36.38286  -84.11993
Lakeland                    US  TN  35.23064  -89.74036
Lawrenceburg                US  TN  35.2423   -87.33474
Lebanon                     US  TN  36.20811  -86.2911
Lenoir City                 US  TN  35.7973   -84.25603
Lewisburg                   US  TN  35.44924  -86.78889
Lexington                   US  TN  35.6509   -88.39338
Loudon                      US  TN  35.73285  -84.33381
Lynchburg                   US  TN  35.28314  -86.37416
Manchester                  US  TN  35.48174  -86.0886
Martin                      US  TN  36.3434   -88.85034
Maryville                   US  TN  35.75647  -83.97046
McKenzie                    US  TN  36.13256  -88.51866
McMinnville                 US  TN  35.6834   -85.76998
Memphis                     US  TN  35.14953  -90.04898
Middle Valley               US  TN  35.1959   -85.18468
Milan                       US  TN  35.91979  -88.75895
Millersville                US  TN  36.37116  -86.71
Millington                  US  TN  35.34147  -89.89731
Morristown                  US  TN  36.21398  -83.29489
Mount Carmel                US  TN  35.49785  -88.00781
Mount Carmel                US  TN  36.54538  -82.66099
Mount Juliet                US  TN  36.20006  -86.51861
Munford                     US  TN  35.44925  -89.81508
Murfreesboro                US  TN  35.84562  -86.39027
Nashville                   US  TN  36.16589  -86.78444
New South Memphis           US  TN  35.08676  -90.05676
Newport                     US  TN  35.96704  -83.18766
Nolensville                 US  TN  35.95229  -86.66944
Oak Ridge                   US  TN  36.01036  -84.26964
Oakland                     US  TN  35.22898  -89.51508
Paris                       US  TN  36.302    -88.32671
Pigeon Forge                US  TN  35.78842  -83.55433
Portland                    US  TN  36.58171  -86.51638
Pulaski                     US  TN  35.1998   -87.03084
Red Bank                    US  TN  35.11229  -85.29413
Ripley                      US  TN  35.74536  -89.5298
Rockwood                    US  TN  35.86563  -84.68494
Savannah                    US  TN  35.2248   -88.2492
Sevierville                 US  TN  35.86815  -83.56184
Seymour                     US  TN  35.89064  -83.72462
Shelbyville                 US  TN  35.48341  -86.46027
Signal Mountain             US  TN  35.12257  -85.34385
Smyrna                      US  TN  35.98284  -86.5186
Soddy-Daisy                 US  TN  35.2359   -85.19079
South Cleveland             US  TN  35.14119  -84.87217
Spring Hill                 US  TN  35.75118  -86.93
Springfield                 US  TN  36.50921  -86.885
Sweetwater                  US  TN  35.60146  -84.46104
Tullahoma                   US  TN  35.36202  -86.20943
Union City                  US  TN  36.42423  -89.05701
White House                 US  TN  36.47032  -86.65138
Winchester                  US  TN  35.18592  -86.11221
Abilene                     US  TX  32.44874  -99.73314
Addison                     US  TX  32.96179  -96.82917
Alamo Heights               US  TX  29.48495  -98.46585
Alamo                       US  TX  26.18369  -98.12306
Aldine                      US  TX  29.93244  -95.38021
Alice                       US  TX  27.75225  -98.06972
Allen                       US  TX  33.10317  -96.67055
Alton                       US  TX  26.28729  -98.31335
Alton North (historical)    US  TX  26.29535  -98.30446
Alvin                       US  TX  29.42385  -95.2441
Anderson Mill               US  TX  30.45492  -97.80584
Angleton                    US  TX  29.16941  -95.43188
Anna                        US  TX  33.349    -96.5486
Aransas Pass                US  TX  27.90947  -97.14999
Arlington                   US  TX  32.73569  -97.10807
Atascocita                  US  TX  29.99883  -95.1766
Athens                      US  TX  32.20487  -95.85552
Atlanta                     US  TX  33.11374  -94.16435
Austin                      US  TX  30.26715  -97.74306
Azle                        US  TX  32.89513  -97.54586
Bacliff                     US  TX  29.5069   -94.99243
Balch Springs               US  TX  32.72874  -96.62277
Bastrop                     US  TX  30.11049  -97.31527
Baytown                     US  TX  29.7355   -94.97743
Beaumont                    US  TX  30.08605  -94.10185
Bedford                     US  TX  32.84402  -97.14307
Beeville                    US  TX  28.40083  -97.74833
Bellaire                    US  TX  29.70579  -95.45883
Bellmead                    US  TX  31.59405  -97.10889
Belton                      US  TX  31.05601  -97.46445
Benbrook                    US  TX  32.67319  -97.46058
Boerne                      US  TX  29.79466  -98.73197
Bonham                      US  TX  33.57733  -96.17831
Bowie                       US  TX  33.559    -97.84865
Brady                       US  TX  31.13517  -99.33506
Breckenridge                US  TX  32.75568  -98.90229
Brenham                     US  TX  30.16688  -96.39774
Briar                       US  TX  32.99512  -97.5428
Bridge City                 US  TX  30.02077  -93.84573
Bridgeport                  US  TX  33.21012  -97.75476
Brownsville                 US  TX  25.90175  -97.49748
Brownwood                   US  TX  31.70932  -98.99116
Brushy Creek                US  TX  30.51353  -97.73973
Bryan                       US  TX  30.67436  -96.36996
Burkburnett                 US  TX  34.09787  -98.57061
Burleson                    US  TX  32.54208  -97.32085
Burnet                      US  TX  30.75824  -98.22836
Cameron                     US  TX  30.85325  -96.97693
Cameron Park                US  TX  25.96452  -97.47665
Cameron Park Colonia        US  TX  25.97147  -97.47832
Camp Swift                  US  TX  30.19077  -97.29221
Canyon Lake                 US  TX  29.87522  -98.26251
Carrizo Springs             US  TX  28.52193  -99.86061
Carrollton                  US  TX  32.95373  -96.89028
Carthage                    US  TX  32.15738  -94.33742
Cedar Hill                  US  TX  32.58847  -96.95612
Cedar Park                  US  TX  30.5052   -97.82029
Celina                      US  TX  33.32456  -96.78444
Center                      US  TX  31.51073  -96.4247
Center                      US  TX  31.79545  -94.17909
Channelview                 US  TX  29.77606  -95.11465
Cibolo                      US  TX  29.56162  -98.22696
Cinco Ranch                 US  TX  29.73884  -95.758
Cleburne                    US  TX  32.34764  -97.38668
Cleveland                   US  TX  31.67682  -99.25367
Cleveland                   US  TX  30.34132  -95.08549
Cloverleaf                  US  TX  29.77828  -95.17188
Clute                       US  TX  29.02469  -95.39883
College Station             US  TX  30.62798  -96.33441
Colleyville                 US  TX  32.88096  -97.15501
Commerce                    US  TX  33.24706  -95.89997
Conroe                      US  TX  30.31188  -95.45605
Converse                    US  TX  29.51801  -98.31612
Coppell                     US  TX  32.95457  -97.01501
Copperas Cove               US  TX  31.12406  -97.90308
Corinth                     US  TX  33.15401  -97.06473
Corpus Christi              US  TX  27.80058  -97.39638
Corsicana                   US  TX  32.09543  -96.46887
Crockett                    US  TX  31.31824  -95.45661
Crowley                     US  TX  32.57903  -97.36252
Crystal City                US  TX  28.67748  -99.82811
Cuero                       US  TX  29.09387  -97.28916
Cypress                     US  TX  29.96911  -95.69717
Dallas                      US  TX  32.78306  -96.80667
Dayton                      US  TX  30.04661  -94.8852
DeSoto                      US  TX  32.58986  -96.85695
Decatur                     US  TX  33.23428  -97.58614
Deer Park                   US  TX  29.70523  -95.12382
Denison                     US  TX  33.75566  -96.53666
Denton                      US  TX  33.21484  -97.13307
Dickinson                   US  TX  29.46079  -95.05132
Doffing                     US  TX  26.27452  -98.38585
Donna                       US  TX  26.17035  -98.05195
Duncanville                 US  TX  32.6518   -96.90834
Eagle Mountain              US  TX  32.89346  -97.44446
Edinburg                    US  TX  26.30174  -98.16334
El Campo                    US  TX  29.19664  -96.26969
Elgin                       US  TX  30.34965  -97.37027
Elsa                        US  TX  26.2934   -97.99306
Ennis                       US  TX  32.32931  -96.62527
Euless                      US  TX  32.83707  -97.08195
Everman                     US  TX  32.63097  -97.28918
Fair Oaks Ranch             US  TX  29.74578  -98.64336
Fairview                    US  TX  33.1579   -96.63166
Farmers Branch              US  TX  32.92651  -96.89612
Fate                        US  TX  32.94151  -96.38137
Floresville                 US  TX  29.13358  -98.15612
Flower Mound                US  TX  33.01457  -97.09696
Forest Hill                 US  TX  32.67208  -97.26918
Forney                      US  TX  32.74818  -96.47193
Fort Worth                  US  TX  32.72541  -97.32085
Four Corners                US  TX  29.66857  -95.65772
Fredericksburg              US  TX  30.2752   -98.87198
Freeport                    US  TX  28.95414  -95.35966
Fresno                      US  TX  29.53885  -95.44744
Friendswood                 US  TX  29.5294   -95.20104
Frisco                      US  TX  33.15067  -96.82361
Gainesville                 US  TX  33.62594  -97.13335
Galena Park                 US  TX  29.73356  -95.23021
Galveston                   US  TX  29.30135  -94.7977
Garland                     US  TX  32.91262  -96.63888
Gatesville                  US  TX  31.43516  -97.74391
Georgetown                  US  TX  30.63269  -97.67723
Gladewater                  US  TX  32.53653  -94.94272
Glenn Heights               US  TX  32.54875  -96.85667
Gonzales                    US  TX  29.50163  -97.45249
Graham                      US  TX  33.10706  -98.5895
Granbury                    US  TX  32.44208  -97.7942
Grand Prairie               US  TX  32.74596  -96.99778
Grapevine                  US  TX  32.93429  -97.07807
Greatwood                  US  TX  29.55413  -95.67578
Greenville                 US  TX  33.13845  -96.11081
Groves                     US  TX  29.94827  -93.91712
Gun Barrel City            US  TX  32.33459  -96.15136
Haltom City                US  TX  32.79957  -97.26918
Harker Heights             US  TX  31.08351  -97.65974
Harlingen                  US  TX  26.19063  -97.6961
Heath                      US  TX  32.83651  -96.47499
Helotes                    US  TX  29.57801  -98.68975
Hempstead                  US  TX  30.09744  -96.07829
Hewitt                     US  TX  31.46239  -97.19584
Hidalgo                    US  TX  26.10035  -98.26307
Highland Park              US  TX  32.83346  -96.79195
Highland Village           US  TX  33.09179  -97.04668
Highlands                  US  TX  29.81884  -95.05604
Hillsboro                  US  TX  32.01099  -97.13001
Hitchcock                  US  TX  29.34829  -95.01604
Hondo                      US  TX  29.34746  -99.14142
Hornsby Bend               US  TX  30.24743  -97.58333
Houston                    US  TX  29.76328  -95.36327
Humble                     US  TX  29.99883  -95.26216
Huntsville                 US  TX  30.72353  -95.55078
Hurst                      US  TX  32.82346  -97.17057
Hutchins                   US  TX  32.6493   -96.71305
Hutto                      US  TX  30.5427   -97.54667
Ingleside                  US  TX  27.8778   -97.21166
Iowa Park                  US  TX  33.95148  -98.66867
Irving                     US  CT  41.55815  -73.0515
West Hartford              US  CT  41.76204  -72.74204
West Haven                 US  CT  41.27065  -72.94705
West Torrington            US  CT  41.81843  -73.14372
Westport                   US  CT  41.14149  -73.3579
Wethersfield               US  CT  41.71427  -72.65259
Willimantic                US  CT  41.71065  -72.20813
Wilton                     US  CT  41.19537  -73.4379
Winchester Center          US  CT  41.9001   -73.13483
Windham                    US  CT  41.69982  -72.15702
Windsor                    US  CT  41.8526   -72.6437
Windsor Locks              US  CT  41.92482  -72.64503
Winsted                    US  CT  41.92121  -73.06011
Wolcott                    US  CT  41.60232  -72.98677
Woodbridge                 US  CT  41.3526   -73.00844
Woodbury                   US  CT  41.54454  -73.209
Algona                     US  IA  43.06997  -94.23302
Altoona                    US  IA  41.64416  -93.46466
Ames                       US  IA  42.03471  -93.61994
Anamosa                    US  IA  42.10834  -91.28516
Ankeny                     US  IA  41.72971  -93.60577
Atlantic                   US  IA  41.4036   -95.01388
Bettendorf                 US  IA  41.52448  -90.51569
Boone                      US  IA  42.0597   -93.88023
Burlington                 US  IA  40.80754  -91.11292
Carroll                    US  IA  42.06582  -94.86693
Cedar Falls                US  IA  42.52776  -92.44547
Cedar Rapids               US  IA  42.00833  -91.64407
Centerville                US  IA  40.73418  -92.87409
Centerville                US  IA  42.09276  -93.93551
Charles City               US  IA  43.06636  -92.67241
Cherokee                   US  IA  42.74943  -95.55167
Clarinda                   US  IA  40.73981  -95.038
Clear Lake                 US  IA  43.13802  -93.37937
Clinton                    US  IA  41.84447  -90.18874
Clive                      US  IA  41.60304  -93.72411
Coralville                 US  IA  41.6764   -91.58045
Council Bluffs             US  IA  41.26194  -95.86083
Creston                    US  IA  41.0586   -94.36135
Davenport                  US  IA  41.52364  -90.57764
De Witt                    US  IA  41.82336  -90.53819
Decorah                    US  IA  43.30331  -91.78571
Denison                    US  IA  42.01777  -95.35528
Des Moines                 US  IA  41.60054  -93.60911
Dubuque                    US  IA  42.50056  -90.66457
Eldridge                   US  IA  41.65809  -90.58458
Estherville                US  IA  43.40163  -94.83276
Fairfield                  US  IA  41.00863  -91.96267
Fort Dodge                 US  IA  42.49747  -94.16802
Fort Madison               US  IA  40.62976  -91.31515
Glenwood                   US  IA  41.04694  -95.74251
Grimes                     US  IA  41.68832  -93.79106
Grinnell                   US  IA  41.74305  -92.72241
Harlan                     US  IA  41.65304  -95.32555
Hiawatha                   US  IA  42.03583  -91.68212
Independence               US  IA  42.4686   -91.88934
Indianola                  US  IA  41.35805  -93.55744
Iowa City                  US  IA  41.66113  -91.53017
Iowa Falls                 US  IA  42.52248  -93.25131
Johnston                   US  IA  41.67304  -93.69772
Keokuk                     US  IA  40.39727  -91.38487
Knoxville                  US  IA  41.32083  -93.10937
Le Mars                    US  IA  42.79416  -96.16558
Manchester                 US  IA  42.48415  -91.45543
Maquoketa                  US  IA  42.06891  -90.66569
Marion                     US  IA  42.03417  -91.59768
Marshalltown               US  IA  42.04943  -92.90798
Mason City                 US  IA  43.15357  -93.20104
Mount Pleasant             US  IA  40.96364  -91.55794
Muscatine                  US  IA  41.42447  -91.04321
Nevada                     US  IA  42.02277  -93.45243
Newton                     US  IA  41.69971  -93.04798
North Liberty              US  IA  41.74918  -91.59795
Norwalk                    US  IA  41.47555  -93.67883
Oelwein                    US  IA  42.67332  -91.9135
Orange City                US  IA  43.00721  -96.05835
Oskaloosa                  US  IA  41.2964   -92.64436
Ottumwa                    US  IA  41.02001  -92.4113
Pella                      US  IA  41.40805  -92.91631
Perry                      US  IA  41.8386   -94.10718
